variable_name,label,code,frequency,weighted_frequency,percent
NFA_60,Don't know,7,0,0,0
NFA_60,Refusal,8,0,0,0
NFA_60,Not stated,9,17,12654,0.0
NFA_70A,Y es,1,11772,20219156,65.7
NFA_70A,No,2,1857,2336448,7.6
NFA_70A,Valid skip,6,6629,8199581,26.7
NFA_70A,Don't know,7,0,0,0
NFA_70A,Refusal,8,0,0,0
NFA_70A,Not stated,9,0,0,0
NFA_70B,Y es,1,3717,6230927,20.3
NFA_70B,No,2,9912,16324677,53.1
NFA_70B,Valid skip,6,6629,8199581,26.7
NFA_70B,Don't know,7,0,0,0
NFA_70B,Refusal,8,0,0,0
NFA_70B,Not stated,9,0,0,0
NFA_70C,Y es,1,5292,8178021,26.6
NFA_70C,No,2,8337,14377583,46.7
NFA_70C,Valid skip,6,6629,8199581,26.7
NFA_70C,Don't know,7,0,0,0
NFA_70C,Refusal,8,0,0,0
NFA_70C,Not stated,9,0,0,0
NFA_70D,Y es,1,5308,8213089,26.7
NFA_70D,No,2,8321,14342515,46.6
NFA_70D,Valid skip,6,6629,8199581,26.7
NFA_70D,Don't know,7,0,0,0
NFA_70D,Refusal,8,0,0,0
NFA_70D,Not stated,9,0,0,0
PGN_25,Male,1,991,879804,2.9
PGN_25,Female,2,1619,1586300,5.2
PGN_25,Valid skip,6,17608,28254393,91.9
PGN_25,Don't know,7,0,0,0
PGN_25,Refusal,8,0,0,0
PGN_25,Not stated,9,40,34687,0.1
PGG10GR,Y our spouse or partner,01,901,853924,2.8
PGG10GR,Y our son,02,201,168177,0.5
PGG10GR,Y our daughter,03,447,347730,1.1
PGG10GR,Y our parent,04,232,448792,1.5
PGG10GR,Other family members,05,183,152940,0.5
PGG10GR,Other,06,650,501447,1.6
PGG10GR,Valid skip,96,17608,28254393,91.9
PGG10GR,Don't know,97,0,0,0
PGG10GR,Refusal,98,0,0,0
PGG10GR,Not stated,99,36,27781,0.1
PGW_10,Y es,1,1514,1503653,4.9
PGW_10,No,2,1095,960325,3.1
PGW_10,Valid skip,6,17608,28254393,91.9
PGW_10,Don't know,7,0,0,0
PGW_10,Refusal,8,0,0,0
PGW_10,Not stated,9,41,36814,0.1
PGW_20,Y es,1,1171,1138791,3.7
PGW_20,No,2,202,233466,0.8
PGW_20,Valid skip,6,18744,29251532,95.1
PGW_20,Don't know,7,133,124696,0.4
PGW_20,Refusal,8,0,0,0
PGW_20,Not stated,9,8,6700,0.0
SRE_10,Y es,1,2412,2314518,7.5
SRE_10,No,2,200,152605,0.5
SRE_10,Valid skip,6,17609,28255241,91.9
SRE_10,Don't know,7,0,0,0
SRE_10,Refusal,8,0,0,0
SRE_10,Not stated,9,37,32820,0.1
SRE_20GR,Y our situation changed,1,153,123509,0.4
SRE_20GR,Caregiver situation changed,2,25,17451,0.1
SRE_20GR,Other,3,22,11645,0.0
SRE_20GR,Valid skip,6,20058,30602579,99.5
SRE_20GR,Don't know,7,0,0,0
SRE_20GR,Refusal,8,0,0,0
SRE_20GR,Not stated,9,0,0,0
DFA_10,Y es,1,1690,1648461,5.4
DFA_10,No,2,894,802711,2.6
DFA_10,Valid skip,6,17608,28254393,91.9
DFA_10,Don't know,7,0,0,0
DFA_10,Refusal,8,0,0,0
DFA_10,Not stated,9,66,49619,0.2
PGD_10,In the same household as you,01,1317,1626947,5.3
PGD_10,In the same building as you,02,21,16899,0.1
PGD_10,Less than 10 minutes by car,03,378,237491,0.8
PGD_10,10 minutes to less than 30 minutes by car,04,401,252555,0.8
PGD_10,30 minutes to less than 1 hour by car,05,113,90529,0.3
PGD_10,1 hour to less than 3 hours by car,06,55,54478,0.2
PGD_10,3 hours or more by car,07,40,21520,0.1
PGD_10,Valid skip,96,17605,28252379,91.9
PGD_10,Don't know,97,0,0,0
PGD_10,Refusal,98,0,0,0
PGD_10,Not stated,99,328,202387,0.7
PGU_10,In a private household,1,2472,2378680,7.7
PGU_10,In supportive housing,2,79,60595,0.2
PGU_10,In an institution or care facility,3,8,7611,0.0
PGU_10,Other,4,0,0,0
PGU_10,Valid skip,6,17607,28254355,91.9
PGU_10,Don't know,7,0,0,0
PGU_10,Refusal,8,0,0,0
PGU_10,Not stated,9,92,53944,0.2
PGU_20,Y es,1,262,269871,0.9
PGU_20,No,2,2297,2139669,7.0
PGU_20,Valid skip,6,17608,28254393,91.9
PGU_20,Don't know,7,0,0,0
PGU_20,Refusal,8,0,0,0
PGU_20,Not stated,9,91,91251,0.3
PGH_10,Daily,1,310,192201,0.6
PGH_10,At least once a week,2,696,460677,1.5
PGH_10,At least once a month,3,193,126912,0.4
PGH_10,Less than once a month,4,80,50945,0.2
PGH_10,Valid skip,6,18943,29896326,97.2
PGH_10,Don't know,7,0,0,0
PGH_10,Refusal,8,0,0,0
PGH_10,Not stated,9,36,28123,0.1
PGH_20,Daily,1,424,285184,0.9
PGH_20,At least once a week,2,421,274443,0.9
PGH_20,At least once a month,3,78,57186,0.2
PGH_20,Less than once a month,4,42,21926,0.1
PGH_20,Valid skip,6,19253,30088527,97.8
PGH_20,Don't know,7,0,0,0
PGH_20,Refusal,8,0,0,0
PGH_20,Not stated,9,40,27919,0.1
AGT_10,Y es,1,1296,1202949,3.9
AGT_10,No,2,137,151985,0.5
AGT_10,Valid skip,6,18814,29391832,95.6
AGT_10,Don't know,7,0,0,0
AGT_10,Refusal,8,0,0,0
AGT_10,Not stated,9,11,8419,0.0
AGT_20,Daily,1,440,456729,1.5
AGT_20,At least once a week,2,818,765496,2.5
AGT_20,At least once a month,3,322,246925,0.8
AGT_20,Less than once a month,4,210,150515,0.5
AGT_20,Valid skip,6,18441,29119146,94.7
AGT_20,Don't know,7,0,0,0
AGT_20,Refusal,8,0,0,0
AGT_20,Not stated,9,27,16373,0.1
AGT_30,Less than 1 hour,01,216,205429,0.7
AGT_30,1 hour to less than 3 hours,02,767,701614,2.3
AGT_30,3 hours to less than 5 hours,03,416,369110,1.2
AGT_30,5 hours to less than 10 hours,04,210,170504,0.6
AGT_30,10 hours to less than 15 hours,05,71,76573,0.2
AGT_30,15 hours to less than 20 hours,06,32,22534,0.1
AGT_30,20 hours or more,07,55,54812,0.2
AGT_30,Valid skip,96,18468,29135519,94.7
AGT_30,Don't know,97,0,0,0
AGT_30,Refusal,98,0,0,0
AGT_30,Not stated,99,23,19089,0.1
AGT_40,Y es,1,908,872417,2.8
AGT_40,No,2,890,749602,2.4
AGT_40,Valid skip,6,18441,29119146,94.7
AGT_40,Don't know,7,0,0,0
AGT_40,Refusal,8,0,0,0
AGT_40,Not stated,9,19,14019,0.0
AGI_10,Y es,1,1035,1086162,3.5
AGI_10,No,2,187,153681,0.5
AGI_10,Valid skip,6,19027,29504814,95.9
AGI_10,Don't know,7,0,0,0
AGI_10,Refusal,8,0,0,0
AGI_10,Not stated,9,9,10527,0.0
AGI_20,Daily,1,898,1018935,3.3
AGI_20,At least once a week,2,360,305860,1.0
AGI_20,At least once a month,3,120,88866,0.3
AGI_20,Less than once a month,4,83,59355,0.2
AGI_20,Valid skip,6,18771,29264388,95.2
AGI_20,Don't know,7,0,0,0
AGI_20,Refusal,8,0,0,0
AGI_20,Not stated,9,26,17781,0.1
AGI_30,Less than 1 hour,01,125,98982,0.3
AGI_30,1 hour to less than 3 hours,02,689,708446,2.3
AGI_30,3 hours to less than 5 hours,03,363,370494,1.2
AGI_30,5 hours to less than 10 hours,04,157,161765,0.5
AGI_30,10 hours to less than 15 hours,05,49,38085,0.1
AGI_30,15 hours to less than 20 hours,06,18,27334,0.1
AGI_30,20 hours or more,07,32,39941,0.1
AGI_30,Valid skip,96,18797,29282169,95.2
AGI_30,Don't know,97,0,0,0
AGI_30,Refusal,98,0,0,0
AGI_30,Not stated,99,28,27968,0.1
AGI_40,Y es,1,549,624027,2.0
AGI_40,No,2,916,848644,2.8
AGI_40,Valid skip,6,18771,29264388,95.2
AGI_40,Don't know,7,0,0,0
AGI_40,Refusal,8,0,0,0
AGI_40,Not stated,9,22,18126,0.1
AGO_10,Y es,1,829,832303,2.7
AGO_10,No,2,386,376039,1.2
AGO_10,Valid skip,6,19031,29540936,96.1
AGO_10,Don't know,7,0,0,0
AGO_10,Refusal,8,0,0,0
AGO_10,Not stated,9,12,5907,0.0
AGO_20,Daily,1,383,389881,1.3
AGO_20,At least once a week,2,494,502334,1.6
AGO_20,At least once a month,3,185,168660,0.5
AGO_20,Less than once a month,4,147,89284,0.3
AGO_20,Valid skip,6,19011,29574396,96.2
AGO_20,Don't know,7,0,0,0
AGO_20,Refusal,8,0,0,0
AGO_20,Not stated,9,38,30630,0.1
AGO_30C,Less than 1 hour,1,188,169584,0.6
AGO_30C,1 hour to less than 3 hours,2,586,591507,1.9
AGO_30C,3 hours to less than 5 hours,3,257,228706,0.7
AGO_30C,5 hours to less than 10 hours,4,102,84991,0.3
AGO_30C,10 hours or more,5,59,62353,0.2
AGO_30C,Valid skip,6,19049,29605026,96.3
AGO_30C,Don't know,7,0,0,0
AGO_30C,Refusal,8,0,0,0
AGO_30C,Not stated,9,17,13017,0.0
AGO_40,Y es,1,541,580220,1.9
AGO_40,No,2,682,582328,1.9
AGO_40,Valid skip,6,19011,29574396,96.2
AGO_40,Don't know,7,0,0,0
AGO_40,Refusal,8,0,0,0
AGO_40,Not stated,9,24,18241,0.1
AGP_10,Y es,1,401,415290,1.4
AGP_10,No,2,153,131062,0.4
AGP_10,Valid skip,6,19697,30204616,98.2
AGP_10,Don't know,7,0,0,0
AGP_10,Refusal,8,0,0,0
AGP_10,Not stated,9,7,4216,0.0
AGP_20,Daily,1,227,265791,0.9
AGP_20,At least once a week,2,92,97611,0.3
AGP_20,At least once a month,3,20,14172,0.0
AGP_20,Less than once a month,4,23,20514,0.1
AGP_20,Valid skip,6,19671,30154806,98.0
AGP_20,Don't know,7,0,0,0
AGP_20,Refusal,8,0,0,0
AGP_20,Not stated,9,225,202290,0.7
AGP_30C,Less than 1 hour,1,169,163576,0.5
AGP_30C,1 hour to less than 3 hours,2,253,267993,0.9
AGP_30C,3 hours to less than 5 hours,3,78,63688,0.2
AGP_30C,5 hours to less than 10 hours,4,42,33991,0.1
AGP_30C,10 hours or more,5,23,43532,0.1
AGP_30C,Valid skip,6,19688,30178809,98.1
AGP_30C,Don't know,7,0,0,0
AGP_30C,Refusal,8,0,0,0
AGP_30C,Not stated,9,5,3596,0.0
AGP_40,Y es,1,183,239523,0.8
AGP_40,No,2,398,354031,1.2
AGP_40,Valid skip,6,19671,30154806,98.0
AGP_40,Don't know,7,0,0,0
AGP_40,Refusal,8,0,0,0
AGP_40,Not stated,9,6,6824,0.0
AGM_10,Y es,1,457,481610,1.6
AGM_10,No,2,228,217156,0.7
AGM_10,Valid skip,6,19568,30052762,97.7
AGM_10,Don't know,7,0,0,0
AGM_10,Refusal,8,0,0,0
AGM_10,Not stated,9,5,3657,0.0
AGM_20,Daily,1,339,376544,1.2
AGM_20,At least once a week,2,169,175216,0.6
AGM_20,At least once a month,3,84,85025,0.3
AGM_20,Less than once a month,4,99,111104,0.4
AGM_20,Valid skip,6,19535,29978442,97.5
AGM_20,Don't know,7,0,0,0
AGM_20,Refusal,8,0,0,0
AGM_20,Not stated,9,32,28854,0.1
AGM_30C,Less than 1 hour,1,331,362426,1.2
AGM_30C,1 hour to less than 3 hours,2,229,222383,0.7
AGM_30C,3 hours to less than 5 hours,3,60,63188,0.2
AGM_30C,5 hours to less than 10 hours,4,32,41809,0.1
AGM_30C,10 hours or more,5,30,45066,0.1
AGM_30C,Valid skip,6,19567,30007296,97.6
AGM_30C,Don't know,7,0,0,0
AGM_30C,Refusal,8,0,0,0
AGM_30C,Not stated,9,9,13016,0.0
AGM_40,Y es,1,255,337949,1.1
AGM_40,No,2,452,421048,1.4
AGM_40,Valid skip,6,19535,29978442,97.5
AGM_40,Don't know,7,0,0,0
AGM_40,Refusal,8,0,0,0
AGM_40,Not stated,9,16,17746,0.1
AGS_10,Y es,1,602,714206,2.3
AGS_10,No,2,156,148360,0.5
AGS_10,Valid skip,6,19495,29887036,97.2
AGS_10,Don't know,7,0,0,0
AGS_10,Refusal,8,0,0,0
AGS_10,Not stated,9,5,5582,0.0
AGS_20,Daily,1,178,227036,0.7
AGS_20,At least once a week,2,282,305284,1.0
AGS_20,At least once a month,3,242,280035,0.9
AGS_20,Less than once a month,4,123,129805,0.4
AGS_20,Valid skip,6,19413,29775758,96.8
AGS_20,Don't know,7,0,0,0
AGS_20,Refusal,8,0,0,0
AGS_20,Not stated,9,20,37266,0.1
AGS_30C,Less than 1 hour,1,333,363579,1.2
AGS_30C,1 hour to less than 3 hours,2,331,404940,1.3
AGS_30C,3 hours to less than 5 hours,3,94,95074,0.3
AGS_30C,5 hours to less than 10 hours,4,30,23021,0.1
AGS_30C,10 hours or more,5,23,36413,0.1
AGS_30C,Valid skip,6,19433,29813024,96.9
AGS_30C,Don't know,7,0,0,0
AGS_30C,Refusal,8,0,0,0
AGS_30C,Not stated,9,14,19134,0.1
AGS_40,Y es,1,333,461607,1.5
AGS_40,No,2,502,502460,1.6
AGS_40,Valid skip,6,19413,29775758,96.8
AGS_40,Don't know,7,0,0,0
AGS_40,Refusal,8,0,0,0
AGS_40,Not stated,9,10,15360,0.0
AGB_10,Y es,1,519,599959,2.0
AGB_10,No,2,145,175965,0.6
AGB_10,Valid skip,6,19585,29963725,97.4
AGB_10,Don't know,7,0,0,0
AGB_10,Refusal,8,0,0,0
AGB_10,Not stated,9,9,15535,0.1
AGB_20,Daily,1,147,169079,0.5
AGB_20,At least once a week,2,251,285603,0.9
AGB_20,At least once a month,3,252,286838,0.9
AGB_20,Less than once a month,4,75,68708,0.2
AGB_20,Valid skip,6,19511,29919734,97.3
AGB_20,Don't know,7,0,0,0
AGB_20,Refusal,8,0,0,0
AGB_20,Not stated,9,22,25223,0.1
AGB_30C,Less than 1 hour,1,326,349155,1.1
AGB_30C,1 hour to less than 3 hours,2,293,328744,1.1
AGB_30C,3 hours to less than 5 hours,3,60,59802,0.2
AGB_30C,5 hours or more,4,30,52935,0.2
AGB_30C,Valid skip,6,19533,29944957,97.4
AGB_30C,Don't know,7,0,0,0
AGB_30C,Refusal,8,0,0,0
AGB_30C,Not stated,9,16,19591,0.1
AGB_40,Y es,1,233,322096,1.0
AGB_40,No,2,500,498413,1.6
AGB_40,Valid skip,6,19511,29919734,97.3
AGB_40,Don't know,7,0,0,0
AGB_40,Refusal,8,0,0,0
AGB_40,Not stated,9,14,14942,0.0
AGV_10,Y es,1,1184,779578,2.5
AGV_10,No,2,100,55186,0.2
AGV_10,Valid skip,6,18943,29896326,97.2
AGV_10,Don't know,7,0,0,0
AGV_10,Refusal,8,0,0,0
AGV_10,Not stated,9,31,24094,0.1
AGV_40,Y es,1,868,571437,1.9
AGV_40,No,2,307,201358,0.7
AGV_40,Valid skip,6,19074,29975607,97.5
AGV_40,Don't know,7,0,0,0
AGV_40,Refusal,8,0,0,0
AGV_40,Not stated,9,9,6783,0.0
AGX_10,Y es,1,2321,2244593,7.3
AGX_10,No,2,291,231057,0.8
AGX_10,Valid skip,6,17608,28254393,91.9
AGX_10,Don't know,7,0,0,0
AGX_10,Refusal,8,0,0,0
AGX_10,Not stated,9,38,25141,0.1
AGX_40,Y es,1,1479,1453034,4.7
AGX_40,No,2,825,778189,2.5
AGX_40,Valid skip,6,17937,28510591,92.7
AGX_40,Don't know,7,0,0,0
AGX_40,Refusal,8,0,0,0
AGX_40,Not stated,9,17,13371,0.0
ICG_110,Y es,1,6543,6425029,20.9
ICG_110,No,2,13685,24282156,79.0
ICG_110,Valid skip,6,0,0,0
ICG_110,Don't know,7,0,0,0
ICG_110,Refusal,8,0,0,0
ICG_110,Not stated,9,30,47999,0.2
ICG_115,Y es,1,1402,1528162,5.0
ICG_115,No,2,12284,22733073,73.9
ICG_115,Valid skip,6,6543,6425029,20.9
ICG_115,Don't know,7,0,0,0
ICG_115,Refusal,8,0,0,0
ICG_115,Not stated,9,29,68921,0.2
APR_10,Y es,1,6171,5977312,19.4
APR_10,No,2,1758,1958346,6.4
APR_10,Valid skip,6,12313,22801993,74.1
APR_10,Don't know,7,0,0,0
APR_10,Refusal,8,0,0,0
APR_10,Not stated,9,16,17533,0.1
APR_20,Y es,1,4570,4759404,15.5
APR_20,No,2,3332,3156940,10.3
APR_20,Valid skip,6,12313,22801993,74.1
APR_20,Don't know,7,0,0,0
APR_20,Refusal,8,0,0,0
APR_20,Not stated,9,43,36847,0.1
APR_30,Y es,1,3731,4048309,13.2
APR_30,No,2,4160,3859522,12.5
APR_30,Valid skip,6,12313,22801993,74.1
APR_30,Don't know,7,0,0,0
APR_30,Refusal,8,0,0,0
APR_30,Not stated,9,54,45360,0.1
APR_40,Y es,1,2619,2576871,8.4
APR_40,No,2,5270,5328252,17.3
APR_40,Valid skip,6,12313,22801993,74.1
APR_40,Don't know,7,0,0,0
APR_40,Refusal,8,0,0,0
APR_40,Not stated,9,56,48068,0.2
APR_50,Y es,1,2307,2323234,7.6
APR_50,No,2,5575,5568064,18.1
APR_50,Valid skip,6,12313,22801993,74.1
APR_50,Don't know,7,0,0,0
APR_50,Refusal,8,0,0,0
APR_50,Not stated,9,63,61893,0.2
APR_60,Y es,1,3514,3430321,11.2
APR_60,No,2,4377,4470794,14.5
APR_60,Valid skip,6,12313,22801993,74.1
APR_60,Don't know,7,0,0,0
APR_60,Refusal,8,0,0,0
APR_60,Not stated,9,54,52076,0.2
APR_70,Y es,1,2892,2740184,8.9
APR_70,No,2,4997,5167283,16.8
APR_70,Valid skip,6,12313,22801993,74.1
APR_70,Don't know,7,0,0,0
APR_70,Refusal,8,0,0,0
APR_70,Not stated,9,56,45725,0.1
APR_80,Y es,1,1266,1227013,4.0
APR_80,No,2,6646,6696447,21.8
APR_80,Valid skip,6,12313,22801993,74.1
APR_80,Don't know,7,0,0,0
APR_80,Refusal,8,0,0,0
APR_80,Not stated,9,33,29731,0.1
ICGCARGV,Y es,1,7664,7680175,25.0
ICGCARGV,No,2,12594,23075009,75.0
ICGCARGV,Valid skip,6,0,0,0
ICGCARGV,Don't know,7,0,0,0
ICGCARGV,Refusal,8,0,0,0
ICGCARGV,Not stated,9,0,0,0
HAP_10C,No hours,00,217,206901,0.7
HAP_10C,Less than 10 horus,01,4635,4639124,15.1
HAP_10C,10 to 19 hours,02,1030,1092579,3.6
HAP_10C,20 to 29 hours,03,562,548388,1.8
HAP_10C,30 to 39 hours,04,237,250565,0.8
HAP_10C,40 to 49 hours,05,217,208500,0.7
HAP_10C,50 hours or more,06,491,484766,1.6
HAP_10C,Valid skip,96,12594,23076562,75.0
HAP_10C,Don't know,97,0,0,0
HAP_10C,Refusal,98,0,0,0
HAP_10C,Not stated,99,275,247801,0.8
PAR_10,None,000,31,28390,0.1
PAR_10,Number of people help,001 - 064,7450,7480972,24.3
PAR_10,Valid skip,996,12594,23076562,75.0
PAR_10,Don't know,997,0,0,0
PAR_10,Refusal,998,0,0,0
PAR_10,Not stated,999,183,169261,0.6
RRA_10C,None,0,632,611912,2.0
RRA_10C,One care receiver,1,723,729448,2.4
RRA_10C,2,2,1277,1325171,4.3
RRA_10C,3,3,270,336943,1.1
RRA_10C,4,4,82,94583,0.3
RRA_10C,5 or more,5,77,112460,0.4
RRA_10C,Valid skip,6,17194,27538754,89.5
RRA_10C,Don't know,7,0,0,0
RRA_10C,Refusal,8,0,0,0
RRA_10C,Not stated,9,3,5913,0.0
RRA_20C,None,0,2172,2204693,7.2
RRA_20C,One care receiver,1,463,453614,1.5
RRA_20C,2,2,327,415327,1.4
RRA_20C,3,3,53,68660,0.2
RRA_20C,4,4,26,36440,0.1
RRA_20C,5 or more,5,17,29304,0.1
RRA_20C,Valid skip,6,17194,27538754,89.5
RRA_20C,Don't know,7,0,0,0
RRA_20C,Refusal,8,0,0,0
RRA_20C,Not stated,9,6,8392,0.0
RRA_30C,None,0,1875,2045061,6.6
RRA_30C,One care receiver,1,500,552800,1.8
RRA_30C,2,2,367,348230,1.1
RRA_30C,3,3,125,94409,0.3
RRA_30C,4,4,69,65359,0.2
RRA_30C,5 or more,5,121,104958,0.3
RRA_30C,Valid skip,6,17194,27538754,89.5
RRA_30C,Don't know,7,0,0,0
RRA_30C,Refusal,8,0,0,0
RRA_30C,Not stated,9,7,5613,0.0
DPR_10C,None,0,182,220782,0.7
DPR_10C,One care receiver,1,1378,1453687,4.7
DPR_10C,2,2,998,1036767,3.4
DPR_10C,3,3,272,277538,0.9
DPR_10C,4,4,102,103870,0.3
DPR_10C,5 or more,5,130,121330,0.4
DPR_10C,Valid skip,6,17194,27538754,89.5
DPR_10C,Don't know,7,0,0,0
DPR_10C,Refusal,8,0,0,0
DPR_10C,Not stated,9,2,2456,0.0
DPR_15C,None,0,688,655215,2.1
DPR_15C,One care receiver,1,1593,1595315,5.2
DPR_15C,2,2,523,649140,2.1
DPR_15C,3,3,133,141967,0.5
DPR_15C,4,4,50,77244,0.3
DPR_15C,5 or more,5,74,96661,0.3
DPR_15C,Valid skip,6,17194,27538754,89.5
DPR_15C,Don't know,7,0,0,0
DPR_15C,Refusal,8,0,0,0
DPR_15C,Not stated,9,3,887,0.0
DPR_20C,None,0,2046,1974483,6.4
DPR_20C,One care receiver,1,533,610843,2.0
DPR_20C,2,2,254,317118,1.0
DPR_20C,3,3,89,133585,0.4
DPR_20C,4,4,50,60086,0.2
DPR_20C,5 or more,5,81,107168,0.3
DPR_20C,Valid skip,6,17194,27538754,89.5
DPR_20C,Don't know,7,0,0,0
DPR_20C,Refusal,8,0,0,0
DPR_20C,Not stated,9,11,13147,0.0
DPR_30C,None,0,543,775803,2.5
DPR_30C,One care receiver,1,599,688018,2.2
DPR_30C,2,2,1359,1269178,4.1
DPR_30C,3,3,305,277153,0.9
DPR_30C,4,4,130,115156,0.4
DPR_30C,5 or more,5,120,85047,0.3
DPR_30C,Valid skip,6,17194,27538754,89.5
DPR_30C,Don't know,7,0,0,0
DPR_30C,Refusal,8,0,0,0
DPR_30C,Not stated,9,8,6076,0.0
DPR_40C,None,0,2202,2119155,6.9
DPR_40C,One care receiver,1,496,569601,1.9
DPR_40C,2,2,228,331427,1.1
DPR_40C,3,3,71,103493,0.3
DPR_40C,4,4,23,25278,0.1
DPR_40C,5 or more,5,30,57018,0.2
DPR_40C,Valid skip,6,17194,27538754,89.5
DPR_40C,Don't know,7,0,0,0
DPR_40C,Refusal,8,0,0,0
DPR_40C,Not stated,9,14,10459,0.0
DPR_50C,None,0,2659,2626527,8.5
DPR_50C,1 care receiver,1,208,287970,0.9
DPR_50C,2,2,83,140078,0.5
DPR_50C,3 or more,3,63,118360,0.4
DPR_50C,Valid skip,6,17194,27538754,89.5
DPR_50C,Don't know,7,0,0,0
DPR_50C,Refusal,8,0,0,0
DPR_50C,Not stated,9,51,43495,0.1
APX_10GR,None,0,2719,2760012,9.0
APX_10GR,One care receiver,1,76,143051,0.5
APX_10GR,Two or more,2,57,166326,0.5
APX_10GR,Valid skip,6,17193,27537286,89.5
APX_10GR,Don't know,7,0,0,0
APX_10GR,Refusal,8,0,0,0
APX_10GR,Not stated,9,213,148510,0.5
APX_20GR,None,1,2395,2361171,7.7
APX_20GR,One care receiver,2,368,488223,1.6
APX_20GR,Two or more,3,287,359595,1.2
APX_20GR,Valid skip,6,17194,27538754,89.5
APX_20GR,Don't know,7,0,0,0
APX_20GR,Refusal,8,0,0,0
APX_20GR,Not stated,9,14,7440,0.0
APX_30C,None,0,1952,1930470,6.3
APX_30C,One care receiver,1,663,715319,2.3
APX_30C,2,2,285,401395,1.3
APX_30C,3,3,74,80983,0.3
APX_30C,4,4,33,37742,0.1
APX_30C,5 or more,5,45,43936,0.1
APX_30C,Valid skip,6,17194,27538754,89.5
APX_30C,Don't know,7,0,0,0
APX_30C,Refusal,8,0,0,0
APX_30C,Not stated,9,12,6587,0.0
APX_50GR,None,1,1420,1687870,5.5
APX_50GR,One care receiver,2,769,763619,2.5
APX_50GR,Two care receivers,3,708,630777,2.1
APX_50GR,Three care receivers or more,4,159,130859,0.4
APX_50GR,Valid skip,6,17194,27538754,89.5
APX_50GR,Don't know,7,0,0,0
APX_50GR,Refusal,8,0,0,0
APX_50GR,Not stated,9,8,3306,0.0
RPE_10,Y es,1,6733,6589799,21.4
RPE_10,No,2,1181,1336510,4.3
RPE_10,Valid skip,6,12313,22801993,74.1
RPE_10,Don't know,7,0,0,0
RPE_10,Refusal,8,0,0,0
RPE_10,Not stated,9,31,26883,0.1
CRRCPAGR,0 to 4,001,43,50374,0.2
CRRCPAGR,5 to 9,002,81,92171,0.3
CRRCPAGR,10 to 14,003,89,89456,0.3
CRRCPAGR,15 to 19,004,114,234615,0.8
CRRCPAGR,20 to 24,005,109,195240,0.6
CRRCPAGR,25 to 29,006,143,163039,0.5
CRRCPAGR,30 to 34,007,126,120766,0.4
CRRCPAGR,35 to 39,008,127,142809,0.5
CRRCPAGR,40 to 44,009,147,158157,0.5
CRRCPAGR,45 to 49,010,154,157538,0.5
CRRCPAGR,50 to 54,011,234,312142,1.0
CRRCPAGR,55 to 59,012,303,344635,1.1
CRRCPAGR,60 to 64,013,369,391947,1.3
CRRCPAGR,65 to 69,014,530,520298,1.7
CRRCPAGR,70 to 74,015,606,612309,2.0
CRRCPAGR,75 to 79,016,778,767064,2.5
CRRCPAGR,80 to 84,017,941,899014,2.9
CRRCPAGR,85 to 89,018,929,865053,2.8
CRRCPAGR,90 to 94,019,647,546336,1.8
CRRCPAGR,95 and older,020,246,198619,0.6
CRRCPAGR,Care receiver deceased,995,660,518148,1.7
CRRCPAGR,Valid skip,996,12808,23274213,75.7
CRRCPAGR,Don't know,997,0,0,0
CRRCPAGR,Refusal,998,0,0,0
CRRCPAGR,Not stated,999,74,101242,0.3
PRN_25,Male,1,2754,2827169,9.2
PRN_25,Female,2,4648,4594671,14.9
PRN_25,Valid skip,6,12808,23274213,75.7
PRN_25,Don't know,7,0,0,0
PRN_25,Refusal,8,0,0,0
PRN_25,Not stated,9,48,59132,0.2
PRN_Q30C,Y ounger than 60 years,01,46,33205,0.1
PRN_Q30C,60 to 64 years,02,33,19641,0.1
PRN_Q30C,65 to 69 years,03,38,35837,0.1
PRN_Q30C,70 to 74 years,04,67,43607,0.1
PRN_Q30C,75 to 79 years,05,66,65396,0.2
PRN_Q30C,80 to 84 year,06,105,87019,0.3
PRN_Q30C,85 to 89 years,07,110,94284,0.3
PRN_Q30C,90 to 94 years,08,119,90390,0.3
PRN_Q30C,95 years and over,09,65,46029,0.1
PRN_Q30C,Valid skip,96,19598,30237036,98.3
PRN_Q30C,Don't know,97,0,0,0
PRN_Q30C,Refusal,98,0,0,0
PRN_Q30C,Not stated,99,11,2741,0.0
PRN_40,In a hospital,1,342,289735,0.9
PRN_40,In a long-term care facility,2,169,115187,0.4
PRN_40,In their home,3,83,63940,0.2
PRN_40,In your home,4,30,15503,0.1
PRN_40,In some other place,5,30,31032,0.1
PRN_40,Valid skip,6,19598,30237036,98.3
PRN_40,Don't know,7,0,0,0
PRN_40,Refusal,8,0,0,0
PRN_40,Not stated,9,6,2751,0.0
PRG10GR,Y our spouse or partner,01,1088,931385,3.0
PRG10GR,Y our ex-spouse or ex-partner,02,37,26474,0.1
PRG10GR,Y our son,03,311,378467,1.2
PRG10GR,Y our daughter,04,259,251838,0.8
PRG10GR,Y our father,05,816,828607,2.7
PRG10GR,Y our mother,06,2005,1991871,6.5
PRG10GR,Y our brother,07,173,180751,0.6
PRG10GR,Y our sister,08,239,225642,0.7
PRG10GR,Y our grandson,09,29,29434,0.1
PRG10GR,Y our granddaughter,10,26,28451,0.1
PRG10GR,Y our grandfather,11,121,238912,0.8
PRG10GR,Y our grandmother,12,273,448156,1.5
